year,source_file,unitid,institution_name,state,metric_name,metric_group,source,source_variable_name,source_developer_friendly_name,value,source_value_raw
2017-18,MERGED2017_18_PP.csv,170082,Grand Valley State University,MI,Median Earnings,Median Earnings,College Scorecard,MD_EARN_WNE_4YR,4_yrs_after_completion.median,,NA
2017-18,MERGED2017_18_PP.csv,170082,Grand Valley State University,MI,Cohort Default Rate,Cohort Default Rate,College Scorecard,CDR3,3_yr_default_rate,0.039,0.039
2017-18,MERGED2017_18_PP.csv,170639,Lake Superior State University,MI,Average Net Price,Average Net Price,College Scorecard,NPT4_PUB,avg_net_price.public,12509,12509
2017-18,MERGED2017_18_PP.csv,170639,Lake Superior State University,MI,"Title IV student counts by income band ($0-$30,000)",Title IV student counts by income band,College Scorecard,NUM41_PUB,title_iv.public.by_income_level.0-30000,47,47
2017-18,MERGED2017_18_PP.csv,170639,Lake Superior State University,MI,"Title IV student counts by income band ($30,001-$48,000)",Title IV student counts by income band,College Scorecard,NUM42_PUB,title_iv.public.by_income_level.30001-48000,59,59
2017-18,MERGED2017_18_PP.csv,170639,Lake Superior State University,MI,"Title IV student counts by income band ($48,001-$75,000)",Title IV student counts by income band,College Scorecard,NUM43_PUB,title_iv.public.by_income_level.48001-75000,61,61
2017-18,MERGED2017_18_PP.csv,170639,Lake Superior State University,MI,"Title IV student counts by income band ($75,001-$110,000)",Title IV student counts by income band,College Scorecard,NUM44_PUB,title_iv.public.by_income_level.75001-110000,60,60
2017-18,MERGED2017_18_PP.csv,170639,Lake Superior State University,MI,"Title IV student counts by income band ($110,001+)",Title IV student counts by income band,College Scorecard,NUM45_PUB,title_iv.public.by_income_level.110001-plus,52,52
2017-18,MERGED2017_18_PP.csv,170639,Lake Superior State University,MI,Median Debt,Median Debt,College Scorecard,GRAD_DEBT_MDN,median_debt.completers.overall,23095,23095
2017-18,MERGED2017_18_PP.csv,170639,Lake Superior State University,MI,Median Earnings,Median Earnings,College Scorecard,MD_EARN_WNE_4YR,4_yrs_after_completion.median,,NA
2017-18,MERGED2017_18_PP.csv,170639,Lake Superior State University,MI,Cohort Default Rate,Cohort Default Rate,College Scorecard,CDR3,3_yr_default_rate,0.061,0.061
2017-18,MERGED2017_18_PP.csv,170976,University of Michigan-Ann Arbor,MI,Average Net Price,Average Net Price,College Scorecard,NPT4_PUB,avg_net_price.public,14860,14860
2017-18,MERGED2017_18_PP.csv,170976,University of Michigan-Ann Arbor,MI,"Title IV student counts by income band ($0-$30,000)",Title IV student counts by income band,College Scorecard,NUM41_PUB,title_iv.public.by_income_level.0-30000,319,319
2017-18,MERGED2017_18_PP.csv,170976,University of Michigan-Ann Arbor,MI,"Title IV student counts by income band ($30,001-$48,000)",Title IV student counts by income band,College Scorecard,NUM42_PUB,title_iv.public.by_income_level.30001-48000,190,190
2017-18,MERGED2017_18_PP.csv,170976,University of Michigan-Ann Arbor,MI,"Title IV student counts by income band ($48,001-$75,000)",Title IV student counts by income band,College Scorecard,NUM43_PUB,title_iv.public.by_income_level.48001-75000,231,231
2017-18,MERGED2017_18_PP.csv,170976,University of Michigan-Ann Arbor,MI,"Title IV student counts by income band ($75,001-$110,000)",Title IV student counts by income band,College Scorecard,NUM44_PUB,title_iv.public.by_income_level.75001-110000,297,297
2017-18,MERGED2017_18_PP.csv,170976,University of Michigan-Ann Arbor,MI,"Title IV student counts by income band ($110,001+)",Title IV student counts by income band,College Scorecard,NUM45_PUB,title_iv.public.by_income_level.110001-plus,569,569
2017-18,MERGED2017_18_PP.csv,170976,University of Michigan-Ann Arbor,MI,Median Debt,Median Debt,College Scorecard,GRAD_DEBT_MDN,median_debt.completers.overall,16606,16606
2017-18,MERGED2017_18_PP.csv,170976,University of Michigan-Ann Arbor,MI,Median Earnings,Median Earnings,College Scorecard,MD_EARN_WNE_4YR,4_yrs_after_completion.median,,NA
2017-18,MERGED2017_18_PP.csv,170976,University of Michigan-Ann Arbor,MI,Cohort Default Rate,Cohort Default Rate,College Scorecard,CDR3,3_yr_default_rate,0.015,0.015
2017-18,MERGED2017_18_PP.csv,171100,Michigan State University,MI,Average Net Price,Average Net Price,College Scorecard,NPT4_PUB,avg_net_price.public,18576,18576
2017-18,MERGED2017_18_PP.csv,171100,Michigan State University,MI,"Title IV student counts by income band ($0-$30,000)",Title IV student counts by income band,College Scorecard,NUM41_PUB,title_iv.public.by_income_level.0-30000,815,815
2017-18,MERGED2017_18_PP.csv,171100,Michigan State University,MI,"Title IV student counts by income band ($30,001-$48,000)",Title IV student counts by income band,College Scorecard,NUM42_PUB,title_iv.public.by_income_level.30001-48000,361,361
2017-18,MERGED2017_18_PP.csv,171100,Michigan State University,MI,"Title IV student counts by income band ($48,001-$75,000)",Title IV student counts by income band,College Scorecard,NUM43_PUB,title_iv.public.by_income_level.48001-75000,437,437
2017-18,MERGED2017_18_PP.csv,171100,Michigan State University,MI,"Title IV student counts by income band ($75,001-$110,000)",Title IV student counts by income band,College Scorecard,NUM44_PUB,title_iv.public.by_income_level.75001-110000,499,499
2017-18,MERGED2017_18_PP.csv,171100,Michigan State University,MI,"Title IV student counts by income band ($110,001+)",Title IV student counts by income band,College Scorecard,NUM45_PUB,title_iv.public.by_income_level.110001-plus,1097,1097
2017-18,MERGED2017_18_PP.csv,171100,Michigan State University,MI,Median Debt,Median Debt,College Scorecard,GRAD_DEBT_MDN,median_debt.completers.overall,25000,25000
2017-18,MERGED2017_18_PP.csv,171100,Michigan State University,MI,Median Earnings,Median Earnings,College Scorecard,MD_EARN_WNE_4YR,4_yrs_after_completion.median,,NA
2017-18,MERGED2017_18_PP.csv,171100,Michigan State University,MI,Cohort Default Rate,Cohort Default Rate,College Scorecard,CDR3,3_yr_default_rate,0.029,0.029
2017-18,MERGED2017_18_PP.csv,171128,Michigan Technological University,MI,Average Net Price,Average Net Price,College Scorecard,NPT4_PUB,avg_net_price.public,15481,15481
2017-18,MERGED2017_18_PP.csv,171128,Michigan Technological University,MI,"Title IV student counts by income band ($0-$30,000)",Title IV student counts by income band,College Scorecard,NUM41_PUB,title_iv.public.by_income_level.0-30000,101,101
2017-18,MERGED2017_18_PP.csv,171128,Michigan Technological University,MI,"Title IV student counts by income band ($30,001-$48,000)",Title IV student counts by income band,College Scorecard,NUM42_PUB,title_iv.public.by_income_level.30001-48000,76,76
2017-18,MERGED2017_18_PP.csv,171128,Michigan Technological University,MI,"Title IV student counts by income band ($48,001-$75,000)",Title IV student counts by income band,College Scorecard,NUM43_PUB,title_iv.public.by_income_level.48001-75000,128,128
2017-18,MERGED2017_18_PP.csv,171128,Michigan Technological University,MI,"Title IV student counts by income band ($75,001-$110,000)",Title IV student counts by income band,College Scorecard,NUM44_PUB,title_iv.public.by_income_level.75001-110000,151,151
2017-18,MERGED2017_18_PP.csv,171128,Michigan Technological University,MI,"Title IV student counts by income band ($110,001+)",Title IV student counts by income band,College Scorecard,NUM45_PUB,title_iv.public.by_income_level.110001-plus,211,211
2017-18,MERGED2017_18_PP.csv,171128,Michigan Technological University,MI,Median Debt,Median Debt,College Scorecard,GRAD_DEBT_MDN,median_debt.completers.overall,25079,25079
2017-18,MERGED2017_18_PP.csv,171128,Michigan Technological University,MI,Median Earnings,Median Earnings,College Scorecard,MD_EARN_WNE_4YR,4_yrs_after_completion.median,,NA
2017-18,MERGED2017_18_PP.csv,171128,Michigan Technological University,MI,Cohort Default Rate,Cohort Default Rate,College Scorecard,CDR3,3_yr_default_rate,0.033,0.033
2017-18,MERGED2017_18_PP.csv,171137,University of Michigan-Dearborn,MI,Average Net Price,Average Net Price,College Scorecard,NPT4_PUB,avg_net_price.public,10940,10940
2017-18,MERGED2017_18_PP.csv,171137,University of Michigan-Dearborn,MI,"Title IV student counts by income band ($0-$30,000)",Title IV student counts by income band,College Scorecard,NUM41_PUB,title_iv.public.by_income_level.0-30000,268,268
2017-18,MERGED2017_18_PP.csv,171137,University of Michigan-Dearborn,MI,"Title IV student counts by income band ($30,001-$48,000)",Title IV student counts by income band,College Scorecard,NUM42_PUB,title_iv.public.by_income_level.30001-48000,111,111
2017-18,MERGED2017_18_PP.csv,171137,University of Michigan-Dearborn,MI,"Title IV student counts by income band ($48,001-$75,000)",Title IV student counts by income band,College Scorecard,NUM43_PUB,title_iv.public.by_income_level.48001-75000,120,120
2017-18,MERGED2017_18_PP.csv,171137,University of Michigan-Dearborn,MI,"Title IV student counts by income band ($75,001-$110,000)",Title IV student counts by income band,College Scorecard,NUM44_PUB,title_iv.public.by_income_level.75001-110000,143,143
2017-18,MERGED2017_18_PP.csv,171137,University of Michigan-Dearborn,MI,"Title IV student counts by income band ($110,001+)",Title IV student counts by income band,College Scorecard,NUM45_PUB,title_iv.public.by_income_level.110001-plus,236,236
2017-18,MERGED2017_18_PP.csv,171137,University of Michigan-Dearborn,MI,Median Debt,Median Debt,College Scorecard,GRAD_DEBT_MDN,median_debt.completers.overall,24353,24353
2017-18,MERGED2017_18_PP.csv,171137,University of Michigan-Dearborn,MI,Median Earnings,Median Earnings,College Scorecard,MD_EARN_WNE_4YR,4_yrs_after_completion.median,,NA
2017-18,MERGED2017_18_PP.csv,171137,University of Michigan-Dearborn,MI,Cohort Default Rate,Cohort Default Rate,College Scorecard,CDR3,3_yr_default_rate,0.045,0.045
2017-18,MERGED2017_18_PP.csv,171146,University of Michigan-Flint,MI,Average Net Price,Average Net Price,College Scorecard,NPT4_PUB,avg_net_price.public,11577,11577
2017-18,MERGED2017_18_PP.csv,171146,University of Michigan-Flint,MI,"Title IV student counts by income band ($0-$30,000)",Title IV student counts by income band,College Scorecard,NUM41_PUB,title_iv.public.by_income_level.0-30000,140,140
2017-18,MERGED2017_18_PP.csv,171146,University of Michigan-Flint,MI,"Title IV student counts by income band ($30,001-$48,000)",Title IV student counts by income band,College Scorecard,NUM42_PUB,title_iv.public.by_income_level.30001-48000,74,74
2017-18,MERGED2017_18_PP.csv,171146,University of Michigan-Flint,MI,"Title IV student counts by income band ($48,001-$75,000)",Title IV student counts by income band,College Scorecard,NUM43_PUB,title_iv.public.by_income_level.48001-75000,73,73
2017-18,MERGED2017_18_PP.csv,171146,University of Michigan-Flint,MI,"Title IV student counts by income band ($75,001-$110,000)",Title IV student counts by income band,College Scorecard,NUM44_PUB,title_iv.public.by_income_level.75001-110000,102,102
2017-18,MERGED2017_18_PP.csv,171146,University of Michigan-Flint,MI,"Title IV student counts by income band ($110,001+)",Title IV student counts by income band,College Scorecard,NUM45_PUB,title_iv.public.by_income_level.110001-plus,146,146
2017-18,MERGED2017_18_PP.csv,171146,University of Michigan-Flint,MI,Median Debt,Median Debt,College Scorecard,GRAD_DEBT_MDN,median_debt.completers.overall,27000,27000
2017-18,MERGED2017_18_PP.csv,171146,University of Michigan-Flint,MI,Median Earnings,Median Earnings,College Scorecard,MD_EARN_WNE_4YR,4_yrs_after_completion.median,,NA
2017-18,MERGED2017_18_PP.csv,171146,University of Michigan-Flint,MI,Cohort Default Rate,Cohort Default Rate,College Scorecard,CDR3,3_yr_default_rate,0.056,0.056
2017-18,MERGED2017_18_PP.csv,171456,Northern Michigan University,MI,Average Net Price,Average Net Price,College Scorecard,NPT4_PUB,avg_net_price.public,13883,13883
2017-18,MERGED2017_18_PP.csv,171456,Northern Michigan University,MI,"Title IV student counts by income band ($0-$30,000)",Title IV student counts by income band,College Scorecard,NUM41_PUB,title_iv.public.by_income_level.0-30000,201,201
2017-18,MERGED2017_18_PP.csv,171456,Northern Michigan University,MI,"Title IV student counts by income band ($30,001-$48,000)",Title IV student counts by income band,College Scorecard,NUM42_PUB,title_iv.public.by_income_level.30001-48000,107,107
2017-18,MERGED2017_18_PP.csv,171456,Northern Michigan University,MI,"Title IV student counts by income band ($48,001-$75,000)",Title IV student counts by income band,College Scorecard,NUM43_PUB,title_iv.public.by_income_level.48001-75000,151,151
2017-18,MERGED2017_18_PP.csv,171456,Northern Michigan University,MI,"Title IV student counts by income band ($75,001-$110,000)",Title IV student counts by income band,College Scorecard,NUM44_PUB,title_iv.public.by_income_level.75001-110000,170,170
2017-18,MERGED2017_18_PP.csv,171456,Northern Michigan University,MI,"Title IV student counts by income band ($110,001+)",Title IV student counts by income band,College Scorecard,NUM45_PUB,title_iv.public.by_income_level.110001-plus,183,183
2017-18,MERGED2017_18_PP.csv,171456,Northern Michigan University,MI,Median Debt,Median Debt,College Scorecard,GRAD_DEBT_MDN,median_debt.completers.overall,22250,22250
2017-18,MERGED2017_18_PP.csv,171456,Northern Michigan University,MI,Median Earnings,Median Earnings,College Scorecard,MD_EARN_WNE_4YR,4_yrs_after_completion.median,,NA
2017-18,MERGED2017_18_PP.csv,171456,Northern Michigan University,MI,Cohort Default Rate,Cohort Default Rate,College Scorecard,CDR3,3_yr_default_rate,0.083,0.083
2017-18,MERGED2017_18_PP.csv,171571,Oakland University,MI,Average Net Price,Average Net Price,College Scorecard,NPT4_PUB,avg_net_price.public,12779,12779
2017-18,MERGED2017_18_PP.csv,171571,Oakland University,MI,"Title IV student counts by income band ($0-$30,000)",Title IV student counts by income band,College Scorecard,NUM41_PUB,title_iv.public.by_income_level.0-30000,344,344
2017-18,MERGED2017_18_PP.csv,171571,Oakland University,MI,"Title IV student counts by income band ($30,001-$48,000)",Title IV student counts by income band,College Scorecard,NUM42_PUB,title_iv.public.by_income_level.30001-48000,267,267
2017-18,MERGED2017_18_PP.csv,171571,Oakland University,MI,"Title IV student counts by income band ($48,001-$75,000)",Title IV student counts by income band,College Scorecard,NUM43_PUB,title_iv.public.by_income_level.48001-75000,270,270
2017-18,MERGED2017_18_PP.csv,171571,Oakland University,MI,"Title IV student counts by income band ($75,001-$110,000)",Title IV student counts by income band,College Scorecard,NUM44_PUB,title_iv.public.by_income_level.75001-110000,287,287
2017-18,MERGED2017_18_PP.csv,171571,Oakland University,MI,"Title IV student counts by income band ($110,001+)",Title IV student counts by income band,College Scorecard,NUM45_PUB,title_iv.public.by_income_level.110001-plus,398,398
2017-18,MERGED2017_18_PP.csv,171571,Oakland University,MI,Median Debt,Median Debt,College Scorecard,GRAD_DEBT_MDN,median_debt.completers.overall,25000,25000
2017-18,MERGED2017_18_PP.csv,171571,Oakland University,MI,Median Earnings,Median Earnings,College Scorecard,MD_EARN_WNE_4YR,4_yrs_after_completion.median,,NA
2017-18,MERGED2017_18_PP.csv,171571,Oakland University,MI,Cohort Default Rate,Cohort Default Rate,College Scorecard,CDR3,3_yr_default_rate,0.047,0.047
2017-18,MERGED2017_18_PP.csv,172051,Saginaw Valley State University,MI,Average Net Price,Average Net Price,College Scorecard,NPT4_PUB,avg_net_price.public,14729,14729
2017-18,MERGED2017_18_PP.csv,172051,Saginaw Valley State University,MI,"Title IV student counts by income band ($0-$30,000)",Title IV student counts by income band,College Scorecard,NUM41_PUB,title_iv.public.by_income_level.0-30000,216,216
2017-18,MERGED2017_18_PP.csv,172051,Saginaw Valley State University,MI,"Title IV student counts by income band ($30,001-$48,000)",Title IV student counts by income band,College Scorecard,NUM42_PUB,title_iv.public.by_income_level.30001-48000,139,139
2017-18,MERGED2017_18_PP.csv,172051,Saginaw Valley State University,MI,"Title IV student counts by income band ($48,001-$75,000)",Title IV student counts by income band,College Scorecard,NUM43_PUB,title_iv.public.by_income_level.48001-75000,189,189
2017-18,MERGED2017_18_PP.csv,172051,Saginaw Valley State University,MI,"Title IV student counts by income band ($75,001-$110,000)",Title IV student counts by income band,College Scorecard,NUM44_PUB,title_iv.public.by_income_level.75001-110000,219,219
2017-18,MERGED2017_18_PP.csv,172051,Saginaw Valley State University,MI,"Title IV student counts by income band ($110,001+)",Title IV student counts by income band,College Scorecard,NUM45_PUB,title_iv.public.by_income_level.110001-plus,238,238
2017-18,MERGED2017_18_PP.csv,172051,Saginaw Valley State University,MI,Median Debt,Median Debt,College Scorecard,GRAD_DEBT_MDN,median_debt.completers.overall,26584,26584
2017-18,MERGED2017_18_PP.csv,172051,Saginaw Valley State University,MI,Median Earnings,Median Earnings,College Scorecard,MD_EARN_WNE_4YR,4_yrs_after_completion.median,,NA
2017-18,MERGED2017_18_PP.csv,172051,Saginaw Valley State University,MI,Cohort Default Rate,Cohort Default Rate,College Scorecard,CDR3,3_yr_default_rate,0.081,0.081
2017-18,MERGED2017_18_PP.csv,172644,Wayne State University,MI,Average Net Price,Average Net Price,College Scorecard,NPT4_PUB,avg_net_price.public,12970,12970
2017-18,MERGED2017_18_PP.csv,172644,Wayne State University,MI,"Title IV student counts by income band ($0-$30,000)",Title IV student counts by income band,College Scorecard,NUM41_PUB,title_iv.public.by_income_level.0-30000,549,549
2017-18,MERGED2017_18_PP.csv,172644,Wayne State University,MI,"Title IV student counts by income band ($30,001-$48,000)",Title IV student counts by income band,College Scorecard,NUM42_PUB,title_iv.public.by_income_level.30001-48000,270,270
2017-18,MERGED2017_18_PP.csv,172644,Wayne State University,MI,"Title IV student counts by income band ($48,001-$75,000)",Title IV student counts by income band,College Scorecard,NUM43_PUB,title_iv.public.by_income_level.48001-75000,275,275
2017-18,MERGED2017_18_PP.csv,172644,Wayne State University,MI,"Title IV student counts by income band ($75,001-$110,000)",Title IV student counts by income band,College Scorecard,NUM44_PUB,title_iv.public.by_income_level.75001-110000,198,198
2017-18,MERGED2017_18_PP.csv,172644,Wayne State University,MI,"Title IV student counts by income band ($110,001+)",Title IV student counts by income band,College Scorecard,NUM45_PUB,title_iv.public.by_income_level.110001-plus,236,236
2017-18,MERGED2017_18_PP.csv,172644,Wayne State University,MI,Median Debt,Median Debt,College Scorecard,GRAD_DEBT_MDN,median_debt.completers.overall,22500,22500
2017-18,MERGED2017_18_PP.csv,172644,Wayne State University,MI,Median Earnings,Median Earnings,College Scorecard,MD_EARN_WNE_4YR,4_yrs_after_completion.median,,NA
2017-18,MERGED2017_18_PP.csv,172644,Wayne State University,MI,Cohort Default Rate,Cohort Default Rate,College Scorecard,CDR3,3_yr_default_rate,0.082,0.082
2017-18,MERGED2017_18_PP.csv,172699,Western Michigan University,MI,Average Net Price,Average Net Price,College Scorecard,NPT4_PUB,avg_net_price.public,17259,17259
2017-18,MERGED2017_18_PP.csv,172699,Western Michigan University,MI,"Title IV student counts by income band ($0-$30,000)",Title IV student counts by income band,College Scorecard,NUM41_PUB,title_iv.public.by_income_level.0-30000,490,490
2017-18,MERGED2017_18_PP.csv,172699,Western Michigan University,MI,"Title IV student counts by income band ($30,001-$48,000)",Title IV student counts by income band,College Scorecard,NUM42_PUB,title_iv.public.by_income_level.30001-48000,262,262
2017-18,MERGED2017_18_PP.csv,172699,Western Michigan University,MI,"Title IV student counts by income band ($48,001-$75,000)",Title IV student counts by income band,College Scorecard,NUM43_PUB,title_iv.public.by_income_level.48001-75000,310,310
2017-18,MERGED2017_18_PP.csv,172699,Western Michigan University,MI,"Title IV student counts by income band ($75,001-$110,000)",Title IV student counts by income band,College Scorecard,NUM44_PUB,title_iv.public.by_income_level.75001-110000,341,341
2017-18,MERGED2017_18_PP.csv,172699,Western Michigan University,MI,"Title IV student counts by income band ($110,001+)",Title IV student counts by income band,College Scorecard,NUM45_PUB,title_iv.public.by_income_level.110001-plus,447,447
2017-18,MERGED2017_18_PP.csv,172699,Western Michigan University,MI,Median Debt,Median Debt,College Scorecard,GRAD_DEBT_MDN,median_debt.completers.overall,26000,26000
2017-18,MERGED2017_18_PP.csv,172699,Western Michigan University,MI,Median Earnings,Median Earnings,College Scorecard,MD_EARN_WNE_4YR,4_yrs_after_completion.median,,NA
2017-18,MERGED2017_18_PP.csv,172699,Western Michigan University,MI,Cohort Default Rate,Cohort Default Rate,College Scorecard,CDR3,3_yr_default_rate,0.066,0.066
2018-19,MERGED2018_19_PP.csv,169248,Central Michigan University,MI,Average Net Price,Average Net Price,College Scorecard,NPT4_PUB,avg_net_price.public,15677,15677
2018-19,MERGED2018_19_PP.csv,169248,Central Michigan University,MI,"Title IV student counts by income band ($0-$30,000)",Title IV student counts by income band,College Scorecard,NUM41_PUB,title_iv.public.by_income_level.0-30000,474,474
2018-19,MERGED2018_19_PP.csv,169248,Central Michigan University,MI,"Title IV student counts by income band ($30,001-$48,000)",Title IV student counts by income band,College Scorecard,NUM42_PUB,title_iv.public.by_income_level.30001-48000,302,302
2018-19,MERGED2018_19_PP.csv,169248,Central Michigan University,MI,"Title IV student counts by income band ($48,001-$75,000)",Title IV student counts by income band,College Scorecard,NUM43_PUB,title_iv.public.by_income_level.48001-75000,370,370
2018-19,MERGED2018_19_PP.csv,169248,Central Michigan University,MI,"Title IV student counts by income band ($75,001-$110,000)",Title IV student counts by income band,College Scorecard,NUM44_PUB,title_iv.public.by_income_level.75001-110000,492,492
2018-19,MERGED2018_19_PP.csv,169248,Central Michigan University,MI,"Title IV student counts by income band ($110,001+)",Title IV student counts by income band,College Scorecard,NUM45_PUB,title_iv.public.by_income_level.110001-plus,806,806
2018-19,MERGED2018_19_PP.csv,169248,Central Michigan University,MI,Median Debt,Median Debt,College Scorecard,GRAD_DEBT_MDN,median_debt.completers.overall,27000,27000
2018-19,MERGED2018_19_PP.csv,169248,Central Michigan University,MI,Median Earnings,Median Earnings,College Scorecard,MD_EARN_WNE_4YR,4_yrs_after_completion.median,,NA
2018-19,MERGED2018_19_PP.csv,169248,Central Michigan University,MI,Cohort Default Rate,Cohort Default Rate,College Scorecard,CDR3,3_yr_default_rate,0.049,0.049
2018-19,MERGED2018_19_PP.csv,169798,Eastern Michigan University,MI,Average Net Price,Average Net Price,College Scorecard,NPT4_PUB,avg_net_price.public,15394,15394
2018-19,MERGED2018_19_PP.csv,169798,Eastern Michigan University,MI,"Title IV student counts by income band ($0-$30,000)",Title IV student counts by income band,College Scorecard,NUM41_PUB,title_iv.public.by_income_level.0-30000,677,677
2018-19,MERGED2018_19_PP.csv,169798,Eastern Michigan University,MI,"Title IV student counts by income band ($30,001-$48,000)",Title IV student counts by income band,College Scorecard,NUM42_PUB,title_iv.public.by_income_level.30001-48000,344,344
2018-19,MERGED2018_19_PP.csv,169798,Eastern Michigan University,MI,"Title IV student counts by income band ($48,001-$75,000)",Title IV student counts by income band,College Scorecard,NUM43_PUB,title_iv.public.by_income_level.48001-75000,382,382
2018-19,MERGED2018_19_PP.csv,169798,Eastern Michigan University,MI,"Title IV student counts by income band ($75,001-$110,000)",Title IV student counts by income band,College Scorecard,NUM44_PUB,title_iv.public.by_income_level.75001-110000,333,333
2018-19,MERGED2018_19_PP.csv,169798,Eastern Michigan University,MI,"Title IV student counts by income band ($110,001+)",Title IV student counts by income band,College Scorecard,NUM45_PUB,title_iv.public.by_income_level.110001-plus,292,292
2018-19,MERGED2018_19_PP.csv,169798,Eastern Michigan University,MI,Median Debt,Median Debt,College Scorecard,GRAD_DEBT_MDN,median_debt.completers.overall,25920,25920
2018-19,MERGED2018_19_PP.csv,169798,Eastern Michigan University,MI,Median Earnings,Median Earnings,College Scorecard,MD_EARN_WNE_4YR,4_yrs_after_completion.median,,NA
2018-19,MERGED2018_19_PP.csv,169798,Eastern Michigan University,MI,Cohort Default Rate,Cohort Default Rate,College Scorecard,CDR3,3_yr_default_rate,0.091,0.091
2018-19,MERGED2018_19_PP.csv,169910,Ferris State University,MI,Average Net Price,Average Net Price,College Scorecard,NPT4_PUB,avg_net_price.public,13008,13008
2018-19,MERGED2018_19_PP.csv,169910,Ferris State University,MI,"Title IV student counts by income band ($0-$30,000)",Title IV student counts by income band,College Scorecard,NUM41_PUB,title_iv.public.by_income_level.0-30000,454,454
2018-19,MERGED2018_19_PP.csv,169910,Ferris State University,MI,"Title IV student counts by income band ($30,001-$48,000)",Title IV student counts by income band,College Scorecard,NUM42_PUB,title_iv.public.by_income_level.30001-48000,183,183
2018-19,MERGED2018_19_PP.csv,169910,Ferris State University,MI,"Title IV student counts by income band ($48,001-$75,000)",Title IV student counts by income band,College Scorecard,NUM43_PUB,title_iv.public.by_income_level.48001-75000,239,239
2018-19,MERGED2018_19_PP.csv,169910,Ferris State University,MI,"Title IV student counts by income band ($75,001-$110,000)",Title IV student counts by income band,College Scorecard,NUM44_PUB,title_iv.public.by_income_level.75001-110000,229,229
2018-19,MERGED2018_19_PP.csv,169910,Ferris State University,MI,"Title IV student counts by income band ($110,001+)",Title IV student counts by income band,College Scorecard,NUM45_PUB,title_iv.public.by_income_level.110001-plus,211,211
2018-19,MERGED2018_19_PP.csv,169910,Ferris State University,MI,Median Debt,Median Debt,College Scorecard,GRAD_DEBT_MDN,median_debt.completers.overall,21491,21491
2018-19,MERGED2018_19_PP.csv,169910,Ferris State University,MI,Median Earnings,Median Earnings,College Scorecard,MD_EARN_WNE_4YR,4_yrs_after_completion.median,,NA
2018-19,MERGED2018_19_PP.csv,169910,Ferris State University,MI,Cohort Default Rate,Cohort Default Rate,College Scorecard,CDR3,3_yr_default_rate,0.07,0.07
2018-19,MERGED2018_19_PP.csv,170082,Grand Valley State University,MI,Average Net Price,Average Net Price,College Scorecard,NPT4_PUB,avg_net_price.public,18019,18019
2018-19,MERGED2018_19_PP.csv,170082,Grand Valley State University,MI,"Title IV student counts by income band ($0-$30,000)",Title IV student counts by income band,College Scorecard,NUM41_PUB,title_iv.public.by_income_level.0-30000,428,428
2018-19,MERGED2018_19_PP.csv,170082,Grand Valley State University,MI,"Title IV student counts by income band ($30,001-$48,000)",Title IV student counts by income band,College Scorecard,NUM42_PUB,title_iv.public.by_income_level.30001-48000,294,294
2018-19,MERGED2018_19_PP.csv,170082,Grand Valley State University,MI,"Title IV student counts by income band ($48,001-$75,000)",Title IV student counts by income band,College Scorecard,NUM43_PUB,title_iv.public.by_income_level.48001-75000,426,426
2018-19,MERGED2018_19_PP.csv,170082,Grand Valley State University,MI,"Title IV student counts by income band ($75,001-$110,000)",Title IV student counts by income band,College Scorecard,NUM44_PUB,title_iv.public.by_income_level.75001-110000,524,524
2018-19,MERGED2018_19_PP.csv,170082,Grand Valley State University,MI,"Title IV student counts by income band ($110,001+)",Title IV student counts by income band,College Scorecard,NUM45_PUB,title_iv.public.by_income_level.110001-plus,801,801
2018-19,MERGED2018_19_PP.csv,170082,Grand Valley State University,MI,Median Debt,Median Debt,College Scorecard,GRAD_DEBT_MDN,median_debt.completers.overall,24637,24637
2018-19,MERGED2018_19_PP.csv,170082,Grand Valley State University,MI,Median Earnings,Median Earnings,College Scorecard,MD_EARN_WNE_4YR,4_yrs_after_completion.median,,NA
2018-19,MERGED2018_19_PP.csv,170082,Grand Valley State University,MI,Cohort Default Rate,Cohort Default Rate,College Scorecard,CDR3,3_yr_default_rate,0.038,0.038
2018-19,MERGED2018_19_PP.csv,170639,Lake Superior State University,MI,Average Net Price,Average Net Price,College Scorecard,NPT4_PUB,avg_net_price.public,11043,11043
2018-19,MERGED2018_19_PP.csv,170639,Lake Superior State University,MI,"Title IV student counts by income band ($0-$30,000)",Title IV student counts by income band,College Scorecard,NUM41_PUB,title_iv.public.by_income_level.0-30000,68,68
2018-19,MERGED2018_19_PP.csv,170639,Lake Superior State University,MI,"Title IV student counts by income band ($30,001-$48,000)",Title IV student counts by income band,College Scorecard,NUM42_PUB,title_iv.public.by_income_level.30001-48000,42,42
2018-19,MERGED2018_19_PP.csv,170639,Lake Superior State University,MI,"Title IV student counts by income band ($48,001-$75,000)",Title IV student counts by income band,College Scorecard,NUM43_PUB,title_iv.public.by_income_level.48001-75000,56,56
2018-19,MERGED2018_19_PP.csv,170639,Lake Superior State University,MI,"Title IV student counts by income band ($75,001-$110,000)",Title IV student counts by income band,College Scorecard,NUM44_PUB,title_iv.public.by_income_level.75001-110000,44,44
2018-19,MERGED2018_19_PP.csv,170639,Lake Superior State University,MI,"Title IV student counts by income band ($110,001+)",Title IV student counts by income band,College Scorecard,NUM45_PUB,title_iv.public.by_income_level.110001-plus,58,58
