year,source_file,unitid,institution_name,state,metric_name,metric_group,source,source_variable_name,source_developer_friendly_name,value,source_value_raw
2020-21,MERGED2020_21_PP.csv,169248,Central Michigan University,MI,Median Debt,Median Debt,College Scorecard,GRAD_DEBT_MDN,median_debt.completers.overall,27000,27000
2020-21,MERGED2020_21_PP.csv,169248,Central Michigan University,MI,Median Earnings,Median Earnings,College Scorecard,MD_EARN_WNE_4YR,4_yrs_after_completion.median,,NA
2020-21,MERGED2020_21_PP.csv,169248,Central Michigan University,MI,Cohort Default Rate,Cohort Default Rate,College Scorecard,CDR3,3_yr_default_rate,0.0480,0.0480
2020-21,MERGED2020_21_PP.csv,169798,Eastern Michigan University,MI,Average Net Price,Average Net Price,College Scorecard,NPT4_PUB,avg_net_price.public,15127,15127
2020-21,MERGED2020_21_PP.csv,169798,Eastern Michigan University,MI,"Title IV student counts by income band ($0-$30,000)",Title IV student counts by income band,College Scorecard,NUM41_PUB,title_iv.public.by_income_level.0-30000,480,480
2020-21,MERGED2020_21_PP.csv,169798,Eastern Michigan University,MI,"Title IV student counts by income band ($30,001-$48,000)",Title IV student counts by income band,College Scorecard,NUM42_PUB,title_iv.public.by_income_level.30001-48000,223,223
2020-21,MERGED2020_21_PP.csv,169798,Eastern Michigan University,MI,"Title IV student counts by income band ($48,001-$75,000)",Title IV student counts by income band,College Scorecard,NUM43_PUB,title_iv.public.by_income_level.48001-75000,270,270
2020-21,MERGED2020_21_PP.csv,169798,Eastern Michigan University,MI,"Title IV student counts by income band ($75,001-$110,000)",Title IV student counts by income band,College Scorecard,NUM44_PUB,title_iv.public.by_income_level.75001-110000,206,206
2020-21,MERGED2020_21_PP.csv,169798,Eastern Michigan University,MI,"Title IV student counts by income band ($110,001+)",Title IV student counts by income band,College Scorecard,NUM45_PUB,title_iv.public.by_income_level.110001-plus,251,251
2020-21,MERGED2020_21_PP.csv,169798,Eastern Michigan University,MI,Median Debt,Median Debt,College Scorecard,GRAD_DEBT_MDN,median_debt.completers.overall,25000,25000
2020-21,MERGED2020_21_PP.csv,169798,Eastern Michigan University,MI,Median Earnings,Median Earnings,College Scorecard,MD_EARN_WNE_4YR,4_yrs_after_completion.median,,NA
2020-21,MERGED2020_21_PP.csv,169798,Eastern Michigan University,MI,Cohort Default Rate,Cohort Default Rate,College Scorecard,CDR3,3_yr_default_rate,0.0710,0.0710
2020-21,MERGED2020_21_PP.csv,169910,Ferris State University,MI,Average Net Price,Average Net Price,College Scorecard,NPT4_PUB,avg_net_price.public,12213,12213
2020-21,MERGED2020_21_PP.csv,169910,Ferris State University,MI,"Title IV student counts by income band ($0-$30,000)",Title IV student counts by income band,College Scorecard,NUM41_PUB,title_iv.public.by_income_level.0-30000,482,482
2020-21,MERGED2020_21_PP.csv,169910,Ferris State University,MI,"Title IV student counts by income band ($30,001-$48,000)",Title IV student counts by income band,College Scorecard,NUM42_PUB,title_iv.public.by_income_level.30001-48000,216,216
2020-21,MERGED2020_21_PP.csv,169910,Ferris State University,MI,"Title IV student counts by income band ($48,001-$75,000)",Title IV student counts by income band,College Scorecard,NUM43_PUB,title_iv.public.by_income_level.48001-75000,222,222
2020-21,MERGED2020_21_PP.csv,169910,Ferris State University,MI,"Title IV student counts by income band ($75,001-$110,000)",Title IV student counts by income band,College Scorecard,NUM44_PUB,title_iv.public.by_income_level.75001-110000,257,257
2020-21,MERGED2020_21_PP.csv,169910,Ferris State University,MI,"Title IV student counts by income band ($110,001+)",Title IV student counts by income band,College Scorecard,NUM45_PUB,title_iv.public.by_income_level.110001-plus,271,271
2020-21,MERGED2020_21_PP.csv,169910,Ferris State University,MI,Median Debt,Median Debt,College Scorecard,GRAD_DEBT_MDN,median_debt.completers.overall,21000,21000
2020-21,MERGED2020_21_PP.csv,169910,Ferris State University,MI,Median Earnings,Median Earnings,College Scorecard,MD_EARN_WNE_4YR,4_yrs_after_completion.median,,NA
2020-21,MERGED2020_21_PP.csv,169910,Ferris State University,MI,Cohort Default Rate,Cohort Default Rate,College Scorecard,CDR3,3_yr_default_rate,0.0530,0.0530
2020-21,MERGED2020_21_PP.csv,170082,Grand Valley State University,MI,Average Net Price,Average Net Price,College Scorecard,NPT4_PUB,avg_net_price.public,17356,17356
2020-21,MERGED2020_21_PP.csv,170082,Grand Valley State University,MI,"Title IV student counts by income band ($0-$30,000)",Title IV student counts by income band,College Scorecard,NUM41_PUB,title_iv.public.by_income_level.0-30000,361,361
2020-21,MERGED2020_21_PP.csv,170082,Grand Valley State University,MI,"Title IV student counts by income band ($30,001-$48,000)",Title IV student counts by income band,College Scorecard,NUM42_PUB,title_iv.public.by_income_level.30001-48000,281,281
2020-21,MERGED2020_21_PP.csv,170082,Grand Valley State University,MI,"Title IV student counts by income band ($48,001-$75,000)",Title IV student counts by income band,College Scorecard,NUM43_PUB,title_iv.public.by_income_level.48001-75000,421,421
2020-21,MERGED2020_21_PP.csv,170082,Grand Valley State University,MI,"Title IV student counts by income band ($75,001-$110,000)",Title IV student counts by income band,College Scorecard,NUM44_PUB,title_iv.public.by_income_level.75001-110000,517,517
2020-21,MERGED2020_21_PP.csv,170082,Grand Valley State University,MI,"Title IV student counts by income band ($110,001+)",Title IV student counts by income band,College Scorecard,NUM45_PUB,title_iv.public.by_income_level.110001-plus,1042,1042
2020-21,MERGED2020_21_PP.csv,170082,Grand Valley State University,MI,Median Debt,Median Debt,College Scorecard,GRAD_DEBT_MDN,median_debt.completers.overall,24500,24500
2020-21,MERGED2020_21_PP.csv,170082,Grand Valley State University,MI,Median Earnings,Median Earnings,College Scorecard,MD_EARN_WNE_4YR,4_yrs_after_completion.median,,NA
2020-21,MERGED2020_21_PP.csv,170082,Grand Valley State University,MI,Cohort Default Rate,Cohort Default Rate,College Scorecard,CDR3,3_yr_default_rate,0.0270,0.0270
2020-21,MERGED2020_21_PP.csv,170639,Lake Superior State University,MI,Average Net Price,Average Net Price,College Scorecard,NPT4_PUB,avg_net_price.public,13668,13668
2020-21,MERGED2020_21_PP.csv,170639,Lake Superior State University,MI,"Title IV student counts by income band ($0-$30,000)",Title IV student counts by income band,College Scorecard,NUM41_PUB,title_iv.public.by_income_level.0-30000,60,60
2020-21,MERGED2020_21_PP.csv,170639,Lake Superior State University,MI,"Title IV student counts by income band ($30,001-$48,000)",Title IV student counts by income band,College Scorecard,NUM42_PUB,title_iv.public.by_income_level.30001-48000,35,35
2020-21,MERGED2020_21_PP.csv,170639,Lake Superior State University,MI,"Title IV student counts by income band ($48,001-$75,000)",Title IV student counts by income band,College Scorecard,NUM43_PUB,title_iv.public.by_income_level.48001-75000,53,53
2020-21,MERGED2020_21_PP.csv,170639,Lake Superior State University,MI,"Title IV student counts by income band ($75,001-$110,000)",Title IV student counts by income band,College Scorecard,NUM44_PUB,title_iv.public.by_income_level.75001-110000,48,48
2020-21,MERGED2020_21_PP.csv,170639,Lake Superior State University,MI,"Title IV student counts by income band ($110,001+)",Title IV student counts by income band,College Scorecard,NUM45_PUB,title_iv.public.by_income_level.110001-plus,52,52
2020-21,MERGED2020_21_PP.csv,170639,Lake Superior State University,MI,Median Debt,Median Debt,College Scorecard,GRAD_DEBT_MDN,median_debt.completers.overall,23250,23250
2020-21,MERGED2020_21_PP.csv,170639,Lake Superior State University,MI,Median Earnings,Median Earnings,College Scorecard,MD_EARN_WNE_4YR,4_yrs_after_completion.median,,NA
2020-21,MERGED2020_21_PP.csv,170639,Lake Superior State University,MI,Cohort Default Rate,Cohort Default Rate,College Scorecard,CDR3,3_yr_default_rate,0.0590,0.0590
2020-21,MERGED2020_21_PP.csv,170976,University of Michigan-Ann Arbor,MI,Average Net Price,Average Net Price,College Scorecard,NPT4_PUB,avg_net_price.public,14878,14878
2020-21,MERGED2020_21_PP.csv,170976,University of Michigan-Ann Arbor,MI,"Title IV student counts by income band ($0-$30,000)",Title IV student counts by income band,College Scorecard,NUM41_PUB,title_iv.public.by_income_level.0-30000,345,345
2020-21,MERGED2020_21_PP.csv,170976,University of Michigan-Ann Arbor,MI,"Title IV student counts by income band ($30,001-$48,000)",Title IV student counts by income band,College Scorecard,NUM42_PUB,title_iv.public.by_income_level.30001-48000,204,204
2020-21,MERGED2020_21_PP.csv,170976,University of Michigan-Ann Arbor,MI,"Title IV student counts by income band ($48,001-$75,000)",Title IV student counts by income band,College Scorecard,NUM43_PUB,title_iv.public.by_income_level.48001-75000,247,247
2020-21,MERGED2020_21_PP.csv,170976,University of Michigan-Ann Arbor,MI,"Title IV student counts by income band ($75,001-$110,000)",Title IV student counts by income band,College Scorecard,NUM44_PUB,title_iv.public.by_income_level.75001-110000,264,264
2020-21,MERGED2020_21_PP.csv,170976,University of Michigan-Ann Arbor,MI,"Title IV student counts by income band ($110,001+)",Title IV student counts by income band,College Scorecard,NUM45_PUB,title_iv.public.by_income_level.110001-plus,565,565
2020-21,MERGED2020_21_PP.csv,170976,University of Michigan-Ann Arbor,MI,Median Debt,Median Debt,College Scorecard,GRAD_DEBT_MDN,median_debt.completers.overall,19500,19500
2020-21,MERGED2020_21_PP.csv,170976,University of Michigan-Ann Arbor,MI,Median Earnings,Median Earnings,College Scorecard,MD_EARN_WNE_4YR,4_yrs_after_completion.median,,NA
2020-21,MERGED2020_21_PP.csv,170976,University of Michigan-Ann Arbor,MI,Cohort Default Rate,Cohort Default Rate,College Scorecard,CDR3,3_yr_default_rate,0.0130,0.0130
2020-21,MERGED2020_21_PP.csv,171100,Michigan State University,MI,Average Net Price,Average Net Price,College Scorecard,NPT4_PUB,avg_net_price.public,19058,19058
2020-21,MERGED2020_21_PP.csv,171100,Michigan State University,MI,"Title IV student counts by income band ($0-$30,000)",Title IV student counts by income band,College Scorecard,NUM41_PUB,title_iv.public.by_income_level.0-30000,964,964
2020-21,MERGED2020_21_PP.csv,171100,Michigan State University,MI,"Title IV student counts by income band ($30,001-$48,000)",Title IV student counts by income band,College Scorecard,NUM42_PUB,title_iv.public.by_income_level.30001-48000,446,446
2020-21,MERGED2020_21_PP.csv,171100,Michigan State University,MI,"Title IV student counts by income band ($48,001-$75,000)",Title IV student counts by income band,College Scorecard,NUM43_PUB,title_iv.public.by_income_level.48001-75000,478,478
2020-21,MERGED2020_21_PP.csv,171100,Michigan State University,MI,"Title IV student counts by income band ($75,001-$110,000)",Title IV student counts by income band,College Scorecard,NUM44_PUB,title_iv.public.by_income_level.75001-110000,463,463
2020-21,MERGED2020_21_PP.csv,171100,Michigan State University,MI,"Title IV student counts by income band ($110,001+)",Title IV student counts by income band,College Scorecard,NUM45_PUB,title_iv.public.by_income_level.110001-plus,1159,1159
2020-21,MERGED2020_21_PP.csv,171100,Michigan State University,MI,Median Debt,Median Debt,College Scorecard,GRAD_DEBT_MDN,median_debt.completers.overall,23250,23250
2020-21,MERGED2020_21_PP.csv,171100,Michigan State University,MI,Median Earnings,Median Earnings,College Scorecard,MD_EARN_WNE_4YR,4_yrs_after_completion.median,,NA
2020-21,MERGED2020_21_PP.csv,171100,Michigan State University,MI,Cohort Default Rate,Cohort Default Rate,College Scorecard,CDR3,3_yr_default_rate,0.0260,0.0260
2020-21,MERGED2020_21_PP.csv,171128,Michigan Technological University,MI,Average Net Price,Average Net Price,College Scorecard,NPT4_PUB,avg_net_price.public,15384,15384
2020-21,MERGED2020_21_PP.csv,171128,Michigan Technological University,MI,"Title IV student counts by income band ($0-$30,000)",Title IV student counts by income band,College Scorecard,NUM41_PUB,title_iv.public.by_income_level.0-30000,79,79
2020-21,MERGED2020_21_PP.csv,171128,Michigan Technological University,MI,"Title IV student counts by income band ($30,001-$48,000)",Title IV student counts by income band,College Scorecard,NUM42_PUB,title_iv.public.by_income_level.30001-48000,74,74
2020-21,MERGED2020_21_PP.csv,171128,Michigan Technological University,MI,"Title IV student counts by income band ($48,001-$75,000)",Title IV student counts by income band,College Scorecard,NUM43_PUB,title_iv.public.by_income_level.48001-75000,119,119
2020-21,MERGED2020_21_PP.csv,171128,Michigan Technological University,MI,"Title IV student counts by income band ($75,001-$110,000)",Title IV student counts by income band,College Scorecard,NUM44_PUB,title_iv.public.by_income_level.75001-110000,134,134
2020-21,MERGED2020_21_PP.csv,171128,Michigan Technological University,MI,"Title IV student counts by income band ($110,001+)",Title IV student counts by income band,College Scorecard,NUM45_PUB,title_iv.public.by_income_level.110001-plus,217,217
2020-21,MERGED2020_21_PP.csv,171128,Michigan Technological University,MI,Median Debt,Median Debt,College Scorecard,GRAD_DEBT_MDN,median_debt.completers.overall,24990,24990
2020-21,MERGED2020_21_PP.csv,171128,Michigan Technological University,MI,Median Earnings,Median Earnings,College Scorecard,MD_EARN_WNE_4YR,4_yrs_after_completion.median,,NA
2020-21,MERGED2020_21_PP.csv,171128,Michigan Technological University,MI,Cohort Default Rate,Cohort Default Rate,College Scorecard,CDR3,3_yr_default_rate,0.0190,0.0190
2020-21,MERGED2020_21_PP.csv,171137,University of Michigan-Dearborn,MI,Average Net Price,Average Net Price,College Scorecard,NPT4_PUB,avg_net_price.public,12855,12855
2020-21,MERGED2020_21_PP.csv,171137,University of Michigan-Dearborn,MI,"Title IV student counts by income band ($0-$30,000)",Title IV student counts by income band,College Scorecard,NUM41_PUB,title_iv.public.by_income_level.0-30000,174,174
2020-21,MERGED2020_21_PP.csv,171137,University of Michigan-Dearborn,MI,"Title IV student counts by income band ($30,001-$48,000)",Title IV student counts by income band,College Scorecard,NUM42_PUB,title_iv.public.by_income_level.30001-48000,86,86
2020-21,MERGED2020_21_PP.csv,171137,University of Michigan-Dearborn,MI,"Title IV student counts by income band ($48,001-$75,000)",Title IV student counts by income band,College Scorecard,NUM43_PUB,title_iv.public.by_income_level.48001-75000,94,94
2020-21,MERGED2020_21_PP.csv,171137,University of Michigan-Dearborn,MI,"Title IV student counts by income band ($75,001-$110,000)",Title IV student counts by income band,College Scorecard,NUM44_PUB,title_iv.public.by_income_level.75001-110000,76,76
2020-21,MERGED2020_21_PP.csv,171137,University of Michigan-Dearborn,MI,"Title IV student counts by income band ($110,001+)",Title IV student counts by income band,College Scorecard,NUM45_PUB,title_iv.public.by_income_level.110001-plus,106,106
2020-21,MERGED2020_21_PP.csv,171137,University of Michigan-Dearborn,MI,Median Debt,Median Debt,College Scorecard,GRAD_DEBT_MDN,median_debt.completers.overall,22500,22500
2020-21,MERGED2020_21_PP.csv,171137,University of Michigan-Dearborn,MI,Median Earnings,Median Earnings,College Scorecard,MD_EARN_WNE_4YR,4_yrs_after_completion.median,,NA
2020-21,MERGED2020_21_PP.csv,171137,University of Michigan-Dearborn,MI,Cohort Default Rate,Cohort Default Rate,College Scorecard,CDR3,3_yr_default_rate,0.0370,0.0370
2020-21,MERGED2020_21_PP.csv,171146,University of Michigan-Flint,MI,Average Net Price,Average Net Price,College Scorecard,NPT4_PUB,avg_net_price.public,12689,12689
2020-21,MERGED2020_21_PP.csv,171146,University of Michigan-Flint,MI,"Title IV student counts by income band ($0-$30,000)",Title IV student counts by income band,College Scorecard,NUM41_PUB,title_iv.public.by_income_level.0-30000,145,145
2020-21,MERGED2020_21_PP.csv,171146,University of Michigan-Flint,MI,"Title IV student counts by income band ($30,001-$48,000)",Title IV student counts by income band,College Scorecard,NUM42_PUB,title_iv.public.by_income_level.30001-48000,64,64
2020-21,MERGED2020_21_PP.csv,171146,University of Michigan-Flint,MI,"Title IV student counts by income band ($48,001-$75,000)",Title IV student counts by income band,College Scorecard,NUM43_PUB,title_iv.public.by_income_level.48001-75000,71,71
2020-21,MERGED2020_21_PP.csv,171146,University of Michigan-Flint,MI,"Title IV student counts by income band ($75,001-$110,000)",Title IV student counts by income band,College Scorecard,NUM44_PUB,title_iv.public.by_income_level.75001-110000,68,68
2020-21,MERGED2020_21_PP.csv,171146,University of Michigan-Flint,MI,"Title IV student counts by income band ($110,001+)",Title IV student counts by income band,College Scorecard,NUM45_PUB,title_iv.public.by_income_level.110001-plus,156,156
2020-21,MERGED2020_21_PP.csv,171146,University of Michigan-Flint,MI,Median Debt,Median Debt,College Scorecard,GRAD_DEBT_MDN,median_debt.completers.overall,25000,25000
2020-21,MERGED2020_21_PP.csv,171146,University of Michigan-Flint,MI,Median Earnings,Median Earnings,College Scorecard,MD_EARN_WNE_4YR,4_yrs_after_completion.median,,NA
2020-21,MERGED2020_21_PP.csv,171146,University of Michigan-Flint,MI,Cohort Default Rate,Cohort Default Rate,College Scorecard,CDR3,3_yr_default_rate,0.0570,0.0570
2020-21,MERGED2020_21_PP.csv,171456,Northern Michigan University,MI,Average Net Price,Average Net Price,College Scorecard,NPT4_PUB,avg_net_price.public,15214,15214
2020-21,MERGED2020_21_PP.csv,171456,Northern Michigan University,MI,"Title IV student counts by income band ($0-$30,000)",Title IV student counts by income band,College Scorecard,NUM41_PUB,title_iv.public.by_income_level.0-30000,216,216
2020-21,MERGED2020_21_PP.csv,171456,Northern Michigan University,MI,"Title IV student counts by income band ($30,001-$48,000)",Title IV student counts by income band,College Scorecard,NUM42_PUB,title_iv.public.by_income_level.30001-48000,144,144
2020-21,MERGED2020_21_PP.csv,171456,Northern Michigan University,MI,"Title IV student counts by income band ($48,001-$75,000)",Title IV student counts by income band,College Scorecard,NUM43_PUB,title_iv.public.by_income_level.48001-75000,157,157
2020-21,MERGED2020_21_PP.csv,171456,Northern Michigan University,MI,"Title IV student counts by income band ($75,001-$110,000)",Title IV student counts by income band,College Scorecard,NUM44_PUB,title_iv.public.by_income_level.75001-110000,159,159
2020-21,MERGED2020_21_PP.csv,171456,Northern Michigan University,MI,"Title IV student counts by income band ($110,001+)",Title IV student counts by income band,College Scorecard,NUM45_PUB,title_iv.public.by_income_level.110001-plus,184,184
2020-21,MERGED2020_21_PP.csv,171456,Northern Michigan University,MI,Median Debt,Median Debt,College Scorecard,GRAD_DEBT_MDN,median_debt.completers.overall,21474,21474
2020-21,MERGED2020_21_PP.csv,171456,Northern Michigan University,MI,Median Earnings,Median Earnings,College Scorecard,MD_EARN_WNE_4YR,4_yrs_after_completion.median,,NA
2020-21,MERGED2020_21_PP.csv,171456,Northern Michigan University,MI,Cohort Default Rate,Cohort Default Rate,College Scorecard,CDR3,3_yr_default_rate,0.0790,0.0790
2020-21,MERGED2020_21_PP.csv,171571,Oakland University,MI,Average Net Price,Average Net Price,College Scorecard,NPT4_PUB,avg_net_price.public,13446,13446
2020-21,MERGED2020_21_PP.csv,171571,Oakland University,MI,"Title IV student counts by income band ($0-$30,000)",Title IV student counts by income band,College Scorecard,NUM41_PUB,title_iv.public.by_income_level.0-30000,410,410
2020-21,MERGED2020_21_PP.csv,171571,Oakland University,MI,"Title IV student counts by income band ($30,001-$48,000)",Title IV student counts by income band,College Scorecard,NUM42_PUB,title_iv.public.by_income_level.30001-48000,229,229
2020-21,MERGED2020_21_PP.csv,171571,Oakland University,MI,"Title IV student counts by income band ($48,001-$75,000)",Title IV student counts by income band,College Scorecard,NUM43_PUB,title_iv.public.by_income_level.48001-75000,273,273
2020-21,MERGED2020_21_PP.csv,171571,Oakland University,MI,"Title IV student counts by income band ($75,001-$110,000)",Title IV student counts by income band,College Scorecard,NUM44_PUB,title_iv.public.by_income_level.75001-110000,271,271
2020-21,MERGED2020_21_PP.csv,171571,Oakland University,MI,"Title IV student counts by income band ($110,001+)",Title IV student counts by income band,College Scorecard,NUM45_PUB,title_iv.public.by_income_level.110001-plus,383,383
2020-21,MERGED2020_21_PP.csv,171571,Oakland University,MI,Median Debt,Median Debt,College Scorecard,GRAD_DEBT_MDN,median_debt.completers.overall,22750,22750
2020-21,MERGED2020_21_PP.csv,171571,Oakland University,MI,Median Earnings,Median Earnings,College Scorecard,MD_EARN_WNE_4YR,4_yrs_after_completion.median,,NA
2020-21,MERGED2020_21_PP.csv,171571,Oakland University,MI,Cohort Default Rate,Cohort Default Rate,College Scorecard,CDR3,3_yr_default_rate,0.0360,0.0360
2020-21,MERGED2020_21_PP.csv,172051,Saginaw Valley State University,MI,Average Net Price,Average Net Price,College Scorecard,NPT4_PUB,avg_net_price.public,14279,14279
2020-21,MERGED2020_21_PP.csv,172051,Saginaw Valley State University,MI,"Title IV student counts by income band ($0-$30,000)",Title IV student counts by income band,College Scorecard,NUM41_PUB,title_iv.public.by_income_level.0-30000,256,256
2020-21,MERGED2020_21_PP.csv,172051,Saginaw Valley State University,MI,"Title IV student counts by income band ($30,001-$48,000)",Title IV student counts by income band,College Scorecard,NUM42_PUB,title_iv.public.by_income_level.30001-48000,160,160
2020-21,MERGED2020_21_PP.csv,172051,Saginaw Valley State University,MI,"Title IV student counts by income band ($48,001-$75,000)",Title IV student counts by income band,College Scorecard,NUM43_PUB,title_iv.public.by_income_level.48001-75000,176,176
2020-21,MERGED2020_21_PP.csv,172051,Saginaw Valley State University,MI,"Title IV student counts by income band ($75,001-$110,000)",Title IV student counts by income band,College Scorecard,NUM44_PUB,title_iv.public.by_income_level.75001-110000,216,216
2020-21,MERGED2020_21_PP.csv,172051,Saginaw Valley State University,MI,"Title IV student counts by income band ($110,001+)",Title IV student counts by income band,College Scorecard,NUM45_PUB,title_iv.public.by_income_level.110001-plus,239,239
2020-21,MERGED2020_21_PP.csv,172051,Saginaw Valley State University,MI,Median Debt,Median Debt,College Scorecard,GRAD_DEBT_MDN,median_debt.completers.overall,25000,25000
2020-21,MERGED2020_21_PP.csv,172051,Saginaw Valley State University,MI,Median Earnings,Median Earnings,College Scorecard,MD_EARN_WNE_4YR,4_yrs_after_completion.median,,NA
2020-21,MERGED2020_21_PP.csv,172051,Saginaw Valley State University,MI,Cohort Default Rate,Cohort Default Rate,College Scorecard,CDR3,3_yr_default_rate,0.0480,0.0480
2020-21,MERGED2020_21_PP.csv,172644,Wayne State University,MI,Average Net Price,Average Net Price,College Scorecard,NPT4_PUB,avg_net_price.public,13962,13962
2020-21,MERGED2020_21_PP.csv,172644,Wayne State University,MI,"Title IV student counts by income band ($0-$30,000)",Title IV student counts by income band,College Scorecard,NUM41_PUB,title_iv.public.by_income_level.0-30000,729,729
2020-21,MERGED2020_21_PP.csv,172644,Wayne State University,MI,"Title IV student counts by income band ($30,001-$48,000)",Title IV student counts by income band,College Scorecard,NUM42_PUB,title_iv.public.by_income_level.30001-48000,330,330
2020-21,MERGED2020_21_PP.csv,172644,Wayne State University,MI,"Title IV student counts by income band ($48,001-$75,000)",Title IV student counts by income band,College Scorecard,NUM43_PUB,title_iv.public.by_income_level.48001-75000,350,350
2020-21,MERGED2020_21_PP.csv,172644,Wayne State University,MI,"Title IV student counts by income band ($75,001-$110,000)",Title IV student counts by income band,College Scorecard,NUM44_PUB,title_iv.public.by_income_level.75001-110000,224,224
2020-21,MERGED2020_21_PP.csv,172644,Wayne State University,MI,"Title IV student counts by income band ($110,001+)",Title IV student counts by income band,College Scorecard,NUM45_PUB,title_iv.public.by_income_level.110001-plus,380,380
2020-21,MERGED2020_21_PP.csv,172644,Wayne State University,MI,Median Debt,Median Debt,College Scorecard,GRAD_DEBT_MDN,median_debt.completers.overall,21250,21250
2020-21,MERGED2020_21_PP.csv,172644,Wayne State University,MI,Median Earnings,Median Earnings,College Scorecard,MD_EARN_WNE_4YR,4_yrs_after_completion.median,,NA
2020-21,MERGED2020_21_PP.csv,172644,Wayne State University,MI,Cohort Default Rate,Cohort Default Rate,College Scorecard,CDR3,3_yr_default_rate,0.0510,0.0510
2020-21,MERGED2020_21_PP.csv,172699,Western Michigan University,MI,Average Net Price,Average Net Price,College Scorecard,NPT4_PUB,avg_net_price.public,20371,20371
2020-21,MERGED2020_21_PP.csv,172699,Western Michigan University,MI,"Title IV student counts by income band ($0-$30,000)",Title IV student counts by income band,College Scorecard,NUM41_PUB,title_iv.public.by_income_level.0-30000,323,323
2020-21,MERGED2020_21_PP.csv,172699,Western Michigan University,MI,"Title IV student counts by income band ($30,001-$48,000)",Title IV student counts by income band,College Scorecard,NUM42_PUB,title_iv.public.by_income_level.30001-48000,156,156
2020-21,MERGED2020_21_PP.csv,172699,Western Michigan University,MI,"Title IV student counts by income band ($48,001-$75,000)",Title IV student counts by income band,College Scorecard,NUM43_PUB,title_iv.public.by_income_level.48001-75000,224,224
2020-21,MERGED2020_21_PP.csv,172699,Western Michigan University,MI,"Title IV student counts by income band ($75,001-$110,000)",Title IV student counts by income band,College Scorecard,NUM44_PUB,title_iv.public.by_income_level.75001-110000,224,224
2020-21,MERGED2020_21_PP.csv,172699,Western Michigan University,MI,"Title IV student counts by income band ($110,001+)",Title IV student counts by income band,College Scorecard,NUM45_PUB,title_iv.public.by_income_level.110001-plus,466,466
2020-21,MERGED2020_21_PP.csv,172699,Western Michigan University,MI,Median Debt,Median Debt,College Scorecard,GRAD_DEBT_MDN,median_debt.completers.overall,26188,26188
2020-21,MERGED2020_21_PP.csv,172699,Western Michigan University,MI,Median Earnings,Median Earnings,College Scorecard,MD_EARN_WNE_4YR,4_yrs_after_completion.median,,NA
2020-21,MERGED2020_21_PP.csv,172699,Western Michigan University,MI,Cohort Default Rate,Cohort Default Rate,College Scorecard,CDR3,3_yr_default_rate,0.0560,0.0560
2021-22,MERGED2021_22_PP.csv,169248,Central Michigan University,MI,Average Net Price,Average Net Price,College Scorecard,NPT4_PUB,avg_net_price.public,16810,16810
2021-22,MERGED2021_22_PP.csv,169248,Central Michigan University,MI,"Title IV student counts by income band ($0-$30,000)",Title IV student counts by income band,College Scorecard,NUM41_PUB,title_iv.public.by_income_level.0-30000,255,255
2021-22,MERGED2021_22_PP.csv,169248,Central Michigan University,MI,"Title IV student counts by income band ($30,001-$48,000)",Title IV student counts by income band,College Scorecard,NUM42_PUB,title_iv.public.by_income_level.30001-48000,138,138
2021-22,MERGED2021_22_PP.csv,169248,Central Michigan University,MI,"Title IV student counts by income band ($48,001-$75,000)",Title IV student counts by income band,College Scorecard,NUM43_PUB,title_iv.public.by_income_level.48001-75000,238,238
2021-22,MERGED2021_22_PP.csv,169248,Central Michigan University,MI,"Title IV student counts by income band ($75,001-$110,000)",Title IV student counts by income band,College Scorecard,NUM44_PUB,title_iv.public.by_income_level.75001-110000,314,314
2021-22,MERGED2021_22_PP.csv,169248,Central Michigan University,MI,"Title IV student counts by income band ($110,001+)",Title IV student counts by income band,College Scorecard,NUM45_PUB,title_iv.public.by_income_level.110001-plus,605,605
2021-22,MERGED2021_22_PP.csv,169248,Central Michigan University,MI,Median Debt,Median Debt,College Scorecard,GRAD_DEBT_MDN,median_debt.completers.overall,,NA
2021-22,MERGED2021_22_PP.csv,169248,Central Michigan University,MI,Median Earnings,Median Earnings,College Scorecard,MD_EARN_WNE_4YR,4_yrs_after_completion.median,,NA
2021-22,MERGED2021_22_PP.csv,169248,Central Michigan University,MI,Cohort Default Rate,Cohort Default Rate,College Scorecard,CDR3,3_yr_default_rate,0.0120,0.0120
2021-22,MERGED2021_22_PP.csv,169798,Eastern Michigan University,MI,Average Net Price,Average Net Price,College Scorecard,NPT4_PUB,avg_net_price.public,16445,16445
2021-22,MERGED2021_22_PP.csv,169798,Eastern Michigan University,MI,"Title IV student counts by income band ($0-$30,000)",Title IV student counts by income band,College Scorecard,NUM41_PUB,title_iv.public.by_income_level.0-30000,359,359
2021-22,MERGED2021_22_PP.csv,169798,Eastern Michigan University,MI,"Title IV student counts by income band ($30,001-$48,000)",Title IV student counts by income band,College Scorecard,NUM42_PUB,title_iv.public.by_income_level.30001-48000,210,210
2021-22,MERGED2021_22_PP.csv,169798,Eastern Michigan University,MI,"Title IV student counts by income band ($48,001-$75,000)",Title IV student counts by income band,College Scorecard,NUM43_PUB,title_iv.public.by_income_level.48001-75000,225,225
2021-22,MERGED2021_22_PP.csv,169798,Eastern Michigan University,MI,"Title IV student counts by income band ($75,001-$110,000)",Title IV student counts by income band,College Scorecard,NUM44_PUB,title_iv.public.by_income_level.75001-110000,185,185
