source,metric_id,metric_name,unitid,institution_name,data_year,period_label,period_type,value,value_unit,definition_reference_year,definition_variable
IPEDS,pct_ftft_awarded_institutional_grant_aid,Percent of full-time first-time undergraduates awarded  institutional grant aid,171146,University of Michigan-Flint,2015,2015-16,academic_year,52,Percent,2023,IGRNT_P
IPEDS,avg_ftft_institutional_grant_aid,Average amount of institutional grant aid awarded to full-time first-time undergraduates,171146,University of Michigan-Flint,2015,2015-16,academic_year,4384,USD,2023,IGRNT_A
IPEDS,pct_ftft_awarded_student_loans,Percent of full-time first-time undergraduates awarded student loans,171146,University of Michigan-Flint,2015,2015-16,academic_year,90,Percent,2023,LOAN_P
IPEDS,avg_ftft_student_loans,Average amount of student loans awarded to full-time first-time undergraduates,171146,University of Michigan-Flint,2015,2015-16,academic_year,6575,USD,2023,LOAN_A
IPEDS,pct_ftft_awarded_federal_student_loans,Percent of full-time first-time undergraduates awarded federal student loans,171146,University of Michigan-Flint,2015,2015-16,academic_year,90,Percent,2023,FLOAN_P
IPEDS,avg_ftft_federal_student_loans,Average amount of federal student loans awarded to full-time first-time undergraduates,171146,University of Michigan-Flint,2015,2015-16,academic_year,6176,USD,2023,FLOAN_A
IPEDS,total_price_in_state_on_campus,Total price for in-state students living on campus,171456,Northern Michigan University,2015,2015-16,academic_year,21306,USD,2023,CINSON
IPEDS,total_price_out_state_on_campus,Total price for out-of-state students living on campus,171456,Northern Michigan University,2015,2015-16,academic_year,26706,USD,2023,COTSON
IPEDS,total_price_in_state_off_campus_not_family,Total price for in-state students living off campus (not with family),171456,Northern Michigan University,2015,2015-16,academic_year,21306,USD,2023,CINSOFF
IPEDS,total_price_out_state_off_campus_not_family,Total price for out-of-state students living off campus (not with family),171456,Northern Michigan University,2015,2015-16,academic_year,26706,USD,2023,COTSOFF
IPEDS,total_price_in_state_off_campus_family,Total price for in-state students living off campus (with family),171456,Northern Michigan University,2015,2015-16,academic_year,,USD,2023,CINSFAM
IPEDS,total_price_out_state_off_campus_family,Total price for out-of-state students living off campus (with family),171456,Northern Michigan University,2015,2015-16,academic_year,,USD,2023,COTSFAM
IPEDS,percent_admitted_total,Percent admitted - total,171456,Northern Michigan University,2015,2015-16,fall,70,Percent,2023,DVADM01
IPEDS,percent_admitted_men,Percent admitted - men,171456,Northern Michigan University,2015,2015-16,fall,72,Percent,2023,DVADM02
IPEDS,percent_admitted_women,Percent admitted - women,171456,Northern Michigan University,2015,2015-16,fall,69,Percent,2023,DVADM03
IPEDS,pct_first_time_undergrads_in_state,Percent of first-time undergraduates - in-state,171456,Northern Michigan University,2015,2015-16,fall,76,Percent,2023,RMINSTTP
IPEDS,pct_first_time_undergrads_out_state,Percent of first-time undergraduates - out-of-state,171456,Northern Michigan University,2015,2015-16,fall,19,Percent,2023,RMOUSTTP
IPEDS,pct_first_time_undergrads_foreign,Percent of first-time undergraduates - foreign countries,171456,Northern Michigan University,2015,2015-16,fall,0,Percent,2023,RMFRGNCP
IPEDS,full_time_retention_rate,Full-time retention rate,171456,Northern Michigan University,2015,2015-16,fall,74,Percent,2023,RET_PCF
IPEDS,pct_students_exclusively_distance_ed,Percent of students enrolled exclusively in distance education courses,171456,Northern Michigan University,2015,2015-16,fall,5,Percent,2023,PCTDEEXC
IPEDS,pct_students_some_distance_ed,Percent of students enrolled in some but not all distance education courses,171456,Northern Michigan University,2015,2015-16,fall,16,Percent,2023,PCTDESOM
IPEDS,pct_students_no_distance_ed,Percent of students not enrolled in any distance education courses,171456,Northern Michigan University,2015,2015-16,fall,79,Percent,2023,PCTDENON
IPEDS,grad_rate_bachelors_within_4_years_total,"Graduation rate - Bachelor degree within 4 years, total",171456,Northern Michigan University,2015,2015-16,graduation_release_year,22,Percent,2023,GBA4RTT
IPEDS,grad_rate_bachelors_within_5_years_total,"Graduation rate - Bachelor degree within 5 years, total",171456,Northern Michigan University,2015,2015-16,graduation_release_year,44,Percent,2023,GBA5RTT
IPEDS,grad_rate_bachelors_within_6_years_total,"Graduation rate - Bachelor degree within 6 years, total",171456,Northern Michigan University,2015,2015-16,graduation_release_year,49,Percent,2023,GBA6RTT
IPEDS,pell_grant_recipients_overall_grad_rate_150pct,Pell Grant recipients - Overall graduation rate within 150 percent of normal time,171456,Northern Michigan University,2015,2015-16,graduation_release_year,,Percent,2023,PGGRRTT
IPEDS,pct_ftft_awarded_federal_grant_aid,Percent of full-time first-time undergraduates awarded federal grant aid,171456,Northern Michigan University,2015,2015-16,academic_year,44,Percent,2023,FGRNT_P
IPEDS,avg_ftft_federal_grant_aid,Average amount of federal grant aid awarded to full-time first-time undergraduates,171456,Northern Michigan University,2015,2015-16,academic_year,4785,USD,2023,FGRNT_A
IPEDS,pct_ftft_awarded_pell_grants,Percent of full-time first-time undergraduates awarded Pell grants,171456,Northern Michigan University,2015,2015-16,academic_year,44,Percent,2023,PGRNT_P
IPEDS,avg_ftft_pell_grant_aid,Average amount of Pell grant aid awarded to full-time first-time undergraduates,171456,Northern Michigan University,2015,2015-16,academic_year,4464,USD,2023,PGRNT_A
IPEDS,pct_ftft_awarded_institutional_grant_aid,Percent of full-time first-time undergraduates awarded  institutional grant aid,171456,Northern Michigan University,2015,2015-16,academic_year,84,Percent,2023,IGRNT_P
IPEDS,avg_ftft_institutional_grant_aid,Average amount of institutional grant aid awarded to full-time first-time undergraduates,171456,Northern Michigan University,2015,2015-16,academic_year,3806,USD,2023,IGRNT_A
IPEDS,pct_ftft_awarded_student_loans,Percent of full-time first-time undergraduates awarded student loans,171456,Northern Michigan University,2015,2015-16,academic_year,68,Percent,2023,LOAN_P
IPEDS,avg_ftft_student_loans,Average amount of student loans awarded to full-time first-time undergraduates,171456,Northern Michigan University,2015,2015-16,academic_year,6471,USD,2023,LOAN_A
IPEDS,pct_ftft_awarded_federal_student_loans,Percent of full-time first-time undergraduates awarded federal student loans,171456,Northern Michigan University,2015,2015-16,academic_year,67,Percent,2023,FLOAN_P
IPEDS,avg_ftft_federal_student_loans,Average amount of federal student loans awarded to full-time first-time undergraduates,171456,Northern Michigan University,2015,2015-16,academic_year,5191,USD,2023,FLOAN_A
IPEDS,total_price_in_state_on_campus,Total price for in-state students living on campus,171571,Oakland University,2015,2015-16,academic_year,23222,USD,2023,CINSON
IPEDS,total_price_out_state_on_campus,Total price for out-of-state students living on campus,171571,Oakland University,2015,2015-16,academic_year,35400,USD,2023,COTSON
IPEDS,total_price_in_state_off_campus_not_family,Total price for in-state students living off campus (not with family),171571,Oakland University,2015,2015-16,academic_year,22764,USD,2023,CINSOFF
IPEDS,total_price_out_state_off_campus_not_family,Total price for out-of-state students living off campus (not with family),171571,Oakland University,2015,2015-16,academic_year,34942,USD,2023,COTSOFF
IPEDS,total_price_in_state_off_campus_family,Total price for in-state students living off campus (with family),171571,Oakland University,2015,2015-16,academic_year,,USD,2023,CINSFAM
IPEDS,total_price_out_state_off_campus_family,Total price for out-of-state students living off campus (with family),171571,Oakland University,2015,2015-16,academic_year,,USD,2023,COTSFAM
IPEDS,percent_admitted_total,Percent admitted - total,171571,Oakland University,2015,2015-16,fall,80,Percent,2023,DVADM01
IPEDS,percent_admitted_men,Percent admitted - men,171571,Oakland University,2015,2015-16,fall,81,Percent,2023,DVADM02
IPEDS,percent_admitted_women,Percent admitted - women,171571,Oakland University,2015,2015-16,fall,80,Percent,2023,DVADM03
IPEDS,pct_first_time_undergrads_in_state,Percent of first-time undergraduates - in-state,171571,Oakland University,2015,2015-16,fall,98,Percent,2023,RMINSTTP
IPEDS,pct_first_time_undergrads_out_state,Percent of first-time undergraduates - out-of-state,171571,Oakland University,2015,2015-16,fall,2,Percent,2023,RMOUSTTP
IPEDS,pct_first_time_undergrads_foreign,Percent of first-time undergraduates - foreign countries,171571,Oakland University,2015,2015-16,fall,0,Percent,2023,RMFRGNCP
IPEDS,full_time_retention_rate,Full-time retention rate,171571,Oakland University,2015,2015-16,fall,76,Percent,2023,RET_PCF
IPEDS,pct_students_exclusively_distance_ed,Percent of students enrolled exclusively in distance education courses,171571,Oakland University,2015,2015-16,fall,3,Percent,2023,PCTDEEXC
IPEDS,pct_students_some_distance_ed,Percent of students enrolled in some but not all distance education courses,171571,Oakland University,2015,2015-16,fall,17,Percent,2023,PCTDESOM
IPEDS,pct_students_no_distance_ed,Percent of students not enrolled in any distance education courses,171571,Oakland University,2015,2015-16,fall,80,Percent,2023,PCTDENON
IPEDS,grad_rate_bachelors_within_4_years_total,"Graduation rate - Bachelor degree within 4 years, total",171571,Oakland University,2015,2015-16,graduation_release_year,16,Percent,2023,GBA4RTT
IPEDS,grad_rate_bachelors_within_5_years_total,"Graduation rate - Bachelor degree within 5 years, total",171571,Oakland University,2015,2015-16,graduation_release_year,36,Percent,2023,GBA5RTT
IPEDS,grad_rate_bachelors_within_6_years_total,"Graduation rate - Bachelor degree within 6 years, total",171571,Oakland University,2015,2015-16,graduation_release_year,44,Percent,2023,GBA6RTT
IPEDS,pell_grant_recipients_overall_grad_rate_150pct,Pell Grant recipients - Overall graduation rate within 150 percent of normal time,171571,Oakland University,2015,2015-16,graduation_release_year,,Percent,2023,PGGRRTT
IPEDS,pct_ftft_awarded_federal_grant_aid,Percent of full-time first-time undergraduates awarded federal grant aid,171571,Oakland University,2015,2015-16,academic_year,35,Percent,2023,FGRNT_P
IPEDS,avg_ftft_federal_grant_aid,Average amount of federal grant aid awarded to full-time first-time undergraduates,171571,Oakland University,2015,2015-16,academic_year,4241,USD,2023,FGRNT_A
IPEDS,pct_ftft_awarded_pell_grants,Percent of full-time first-time undergraduates awarded Pell grants,171571,Oakland University,2015,2015-16,academic_year,35,Percent,2023,PGRNT_P
IPEDS,avg_ftft_pell_grant_aid,Average amount of Pell grant aid awarded to full-time first-time undergraduates,171571,Oakland University,2015,2015-16,academic_year,4159,USD,2023,PGRNT_A
IPEDS,pct_ftft_awarded_institutional_grant_aid,Percent of full-time first-time undergraduates awarded  institutional grant aid,171571,Oakland University,2015,2015-16,academic_year,69,Percent,2023,IGRNT_P
IPEDS,avg_ftft_institutional_grant_aid,Average amount of institutional grant aid awarded to full-time first-time undergraduates,171571,Oakland University,2015,2015-16,academic_year,7165,USD,2023,IGRNT_A
IPEDS,pct_ftft_awarded_student_loans,Percent of full-time first-time undergraduates awarded student loans,171571,Oakland University,2015,2015-16,academic_year,51,Percent,2023,LOAN_P
IPEDS,avg_ftft_student_loans,Average amount of student loans awarded to full-time first-time undergraduates,171571,Oakland University,2015,2015-16,academic_year,5675,USD,2023,LOAN_A
IPEDS,pct_ftft_awarded_federal_student_loans,Percent of full-time first-time undergraduates awarded federal student loans,171571,Oakland University,2015,2015-16,academic_year,51,Percent,2023,FLOAN_P
IPEDS,avg_ftft_federal_student_loans,Average amount of federal student loans awarded to full-time first-time undergraduates,171571,Oakland University,2015,2015-16,academic_year,5325,USD,2023,FLOAN_A
IPEDS,total_price_in_state_on_campus,Total price for in-state students living on campus,172051,Saginaw Valley State University,2015,2015-16,academic_year,20249,USD,2023,CINSON
IPEDS,total_price_out_state_on_campus,Total price for out-of-state students living on campus,172051,Saginaw Valley State University,2015,2015-16,academic_year,32342,USD,2023,COTSON
IPEDS,total_price_in_state_off_campus_not_family,Total price for in-state students living off campus (not with family),172051,Saginaw Valley State University,2015,2015-16,academic_year,22365,USD,2023,CINSOFF
IPEDS,total_price_out_state_off_campus_not_family,Total price for out-of-state students living off campus (not with family),172051,Saginaw Valley State University,2015,2015-16,academic_year,34458,USD,2023,COTSOFF
IPEDS,total_price_in_state_off_campus_family,Total price for in-state students living off campus (with family),172051,Saginaw Valley State University,2015,2015-16,academic_year,,USD,2023,CINSFAM
IPEDS,total_price_out_state_off_campus_family,Total price for out-of-state students living off campus (with family),172051,Saginaw Valley State University,2015,2015-16,academic_year,,USD,2023,COTSFAM
IPEDS,percent_admitted_total,Percent admitted - total,172051,Saginaw Valley State University,2015,2015-16,fall,76,Percent,2023,DVADM01
IPEDS,percent_admitted_men,Percent admitted - men,172051,Saginaw Valley State University,2015,2015-16,fall,74,Percent,2023,DVADM02
IPEDS,percent_admitted_women,Percent admitted - women,172051,Saginaw Valley State University,2015,2015-16,fall,78,Percent,2023,DVADM03
IPEDS,pct_first_time_undergrads_in_state,Percent of first-time undergraduates - in-state,172051,Saginaw Valley State University,2015,2015-16,fall,,Percent,2023,RMINSTTP
IPEDS,pct_first_time_undergrads_out_state,Percent of first-time undergraduates - out-of-state,172051,Saginaw Valley State University,2015,2015-16,fall,,Percent,2023,RMOUSTTP
IPEDS,pct_first_time_undergrads_foreign,Percent of first-time undergraduates - foreign countries,172051,Saginaw Valley State University,2015,2015-16,fall,,Percent,2023,RMFRGNCP
IPEDS,full_time_retention_rate,Full-time retention rate,172051,Saginaw Valley State University,2015,2015-16,fall,72,Percent,2023,RET_PCF
IPEDS,pct_students_exclusively_distance_ed,Percent of students enrolled exclusively in distance education courses,172051,Saginaw Valley State University,2015,2015-16,fall,2,Percent,2023,PCTDEEXC
IPEDS,pct_students_some_distance_ed,Percent of students enrolled in some but not all distance education courses,172051,Saginaw Valley State University,2015,2015-16,fall,6,Percent,2023,PCTDESOM
IPEDS,pct_students_no_distance_ed,Percent of students not enrolled in any distance education courses,172051,Saginaw Valley State University,2015,2015-16,fall,92,Percent,2023,PCTDENON
IPEDS,grad_rate_bachelors_within_4_years_total,"Graduation rate - Bachelor degree within 4 years, total",172051,Saginaw Valley State University,2015,2015-16,graduation_release_year,10,Percent,2023,GBA4RTT
IPEDS,grad_rate_bachelors_within_5_years_total,"Graduation rate - Bachelor degree within 5 years, total",172051,Saginaw Valley State University,2015,2015-16,graduation_release_year,30,Percent,2023,GBA5RTT
IPEDS,grad_rate_bachelors_within_6_years_total,"Graduation rate - Bachelor degree within 6 years, total",172051,Saginaw Valley State University,2015,2015-16,graduation_release_year,40,Percent,2023,GBA6RTT
IPEDS,pell_grant_recipients_overall_grad_rate_150pct,Pell Grant recipients - Overall graduation rate within 150 percent of normal time,172051,Saginaw Valley State University,2015,2015-16,graduation_release_year,,Percent,2023,PGGRRTT
IPEDS,pct_ftft_awarded_federal_grant_aid,Percent of full-time first-time undergraduates awarded federal grant aid,172051,Saginaw Valley State University,2015,2015-16,academic_year,39,Percent,2023,FGRNT_P
IPEDS,avg_ftft_federal_grant_aid,Average amount of federal grant aid awarded to full-time first-time undergraduates,172051,Saginaw Valley State University,2015,2015-16,academic_year,4213,USD,2023,FGRNT_A
IPEDS,pct_ftft_awarded_pell_grants,Percent of full-time first-time undergraduates awarded Pell grants,172051,Saginaw Valley State University,2015,2015-16,academic_year,39,Percent,2023,PGRNT_P
IPEDS,avg_ftft_pell_grant_aid,Average amount of Pell grant aid awarded to full-time first-time undergraduates,172051,Saginaw Valley State University,2015,2015-16,academic_year,4184,USD,2023,PGRNT_A
IPEDS,pct_ftft_awarded_institutional_grant_aid,Percent of full-time first-time undergraduates awarded  institutional grant aid,172051,Saginaw Valley State University,2015,2015-16,academic_year,60,Percent,2023,IGRNT_P
IPEDS,avg_ftft_institutional_grant_aid,Average amount of institutional grant aid awarded to full-time first-time undergraduates,172051,Saginaw Valley State University,2015,2015-16,academic_year,4581,USD,2023,IGRNT_A
IPEDS,pct_ftft_awarded_student_loans,Percent of full-time first-time undergraduates awarded student loans,172051,Saginaw Valley State University,2015,2015-16,academic_year,69,Percent,2023,LOAN_P
IPEDS,avg_ftft_student_loans,Average amount of student loans awarded to full-time first-time undergraduates,172051,Saginaw Valley State University,2015,2015-16,academic_year,7925,USD,2023,LOAN_A
IPEDS,pct_ftft_awarded_federal_student_loans,Percent of full-time first-time undergraduates awarded federal student loans,172051,Saginaw Valley State University,2015,2015-16,academic_year,69,Percent,2023,FLOAN_P
IPEDS,avg_ftft_federal_student_loans,Average amount of federal student loans awarded to full-time first-time undergraduates,172051,Saginaw Valley State University,2015,2015-16,academic_year,7342,USD,2023,FLOAN_A
IPEDS,total_price_in_state_on_campus,Total price for in-state students living on campus,172644,Wayne State University,2015,2015-16,academic_year,24904,USD,2023,CINSON
IPEDS,total_price_out_state_on_campus,Total price for out-of-state students living on campus,172644,Wayne State University,2015,2015-16,academic_year,38344,USD,2023,COTSON
IPEDS,total_price_in_state_off_campus_not_family,Total price for in-state students living off campus (not with family),172644,Wayne State University,2015,2015-16,academic_year,27880,USD,2023,CINSOFF
IPEDS,total_price_out_state_off_campus_not_family,Total price for out-of-state students living off campus (not with family),172644,Wayne State University,2015,2015-16,academic_year,41320,USD,2023,COTSOFF
IPEDS,total_price_in_state_off_campus_family,Total price for in-state students living off campus (with family),172644,Wayne State University,2015,2015-16,academic_year,,USD,2023,CINSFAM
IPEDS,total_price_out_state_off_campus_family,Total price for out-of-state students living off campus (with family),172644,Wayne State University,2015,2015-16,academic_year,,USD,2023,COTSFAM
IPEDS,percent_admitted_total,Percent admitted - total,172644,Wayne State University,2015,2015-16,fall,80,Percent,2023,DVADM01
IPEDS,percent_admitted_men,Percent admitted - men,172644,Wayne State University,2015,2015-16,fall,81,Percent,2023,DVADM02
IPEDS,percent_admitted_women,Percent admitted - women,172644,Wayne State University,2015,2015-16,fall,79,Percent,2023,DVADM03
IPEDS,pct_first_time_undergrads_in_state,Percent of first-time undergraduates - in-state,172644,Wayne State University,2015,2015-16,fall,96,Percent,2023,RMINSTTP
IPEDS,pct_first_time_undergrads_out_state,Percent of first-time undergraduates - out-of-state,172644,Wayne State University,2015,2015-16,fall,1,Percent,2023,RMOUSTTP
IPEDS,pct_first_time_undergrads_foreign,Percent of first-time undergraduates - foreign countries,172644,Wayne State University,2015,2015-16,fall,2,Percent,2023,RMFRGNCP
IPEDS,full_time_retention_rate,Full-time retention rate,172644,Wayne State University,2015,2015-16,fall,77,Percent,2023,RET_PCF
IPEDS,pct_students_exclusively_distance_ed,Percent of students enrolled exclusively in distance education courses,172644,Wayne State University,2015,2015-16,fall,5,Percent,2023,PCTDEEXC
IPEDS,pct_students_some_distance_ed,Percent of students enrolled in some but not all distance education courses,172644,Wayne State University,2015,2015-16,fall,18,Percent,2023,PCTDESOM
IPEDS,pct_students_no_distance_ed,Percent of students not enrolled in any distance education courses,172644,Wayne State University,2015,2015-16,fall,77,Percent,2023,PCTDENON
IPEDS,grad_rate_bachelors_within_4_years_total,"Graduation rate - Bachelor degree within 4 years, total",172644,Wayne State University,2015,2015-16,graduation_release_year,11,Percent,2023,GBA4RTT
IPEDS,grad_rate_bachelors_within_5_years_total,"Graduation rate - Bachelor degree within 5 years, total",172644,Wayne State University,2015,2015-16,graduation_release_year,26,Percent,2023,GBA5RTT
IPEDS,grad_rate_bachelors_within_6_years_total,"Graduation rate - Bachelor degree within 6 years, total",172644,Wayne State University,2015,2015-16,graduation_release_year,35,Percent,2023,GBA6RTT
IPEDS,pell_grant_recipients_overall_grad_rate_150pct,Pell Grant recipients - Overall graduation rate within 150 percent of normal time,172644,Wayne State University,2015,2015-16,graduation_release_year,,Percent,2023,PGGRRTT
IPEDS,pct_ftft_awarded_federal_grant_aid,Percent of full-time first-time undergraduates awarded federal grant aid,172644,Wayne State University,2015,2015-16,academic_year,50,Percent,2023,FGRNT_P
IPEDS,avg_ftft_federal_grant_aid,Average amount of federal grant aid awarded to full-time first-time undergraduates,172644,Wayne State University,2015,2015-16,academic_year,5220,USD,2023,FGRNT_A
IPEDS,pct_ftft_awarded_pell_grants,Percent of full-time first-time undergraduates awarded Pell grants,172644,Wayne State University,2015,2015-16,academic_year,50,Percent,2023,PGRNT_P
IPEDS,avg_ftft_pell_grant_aid,Average amount of Pell grant aid awarded to full-time first-time undergraduates,172644,Wayne State University,2015,2015-16,academic_year,4772,USD,2023,PGRNT_A
IPEDS,pct_ftft_awarded_institutional_grant_aid,Percent of full-time first-time undergraduates awarded  institutional grant aid,172644,Wayne State University,2015,2015-16,academic_year,88,Percent,2023,IGRNT_P
IPEDS,avg_ftft_institutional_grant_aid,Average amount of institutional grant aid awarded to full-time first-time undergraduates,172644,Wayne State University,2015,2015-16,academic_year,5552,USD,2023,IGRNT_A
IPEDS,pct_ftft_awarded_student_loans,Percent of full-time first-time undergraduates awarded student loans,172644,Wayne State University,2015,2015-16,academic_year,54,Percent,2023,LOAN_P
IPEDS,avg_ftft_student_loans,Average amount of student loans awarded to full-time first-time undergraduates,172644,Wayne State University,2015,2015-16,academic_year,5456,USD,2023,LOAN_A
IPEDS,pct_ftft_awarded_federal_student_loans,Percent of full-time first-time undergraduates awarded federal student loans,172644,Wayne State University,2015,2015-16,academic_year,54,Percent,2023,FLOAN_P
IPEDS,avg_ftft_federal_student_loans,Average amount of federal student loans awarded to full-time first-time undergraduates,172644,Wayne State University,2015,2015-16,academic_year,5093,USD,2023,FLOAN_A
IPEDS,total_price_in_state_on_campus,Total price for in-state students living on campus,172699,Western Michigan University,2015,2015-16,academic_year,23548,USD,2023,CINSON
IPEDS,total_price_out_state_on_campus,Total price for out-of-state students living on campus,172699,Western Michigan University,2015,2015-16,academic_year,38232,USD,2023,COTSON
IPEDS,total_price_in_state_off_campus_not_family,Total price for in-state students living off campus (not with family),172699,Western Michigan University,2015,2015-16,academic_year,23454,USD,2023,CINSOFF
IPEDS,total_price_out_state_off_campus_not_family,Total price for out-of-state students living off campus (not with family),172699,Western Michigan University,2015,2015-16,academic_year,38138,USD,2023,COTSOFF
IPEDS,total_price_in_state_off_campus_family,Total price for in-state students living off campus (with family),172699,Western Michigan University,2015,2015-16,academic_year,,USD,2023,CINSFAM
IPEDS,total_price_out_state_off_campus_family,Total price for out-of-state students living off campus (with family),172699,Western Michigan University,2015,2015-16,academic_year,,USD,2023,COTSFAM
IPEDS,percent_admitted_total,Percent admitted - total,172699,Western Michigan University,2015,2015-16,fall,82,Percent,2023,DVADM01
IPEDS,percent_admitted_men,Percent admitted - men,172699,Western Michigan University,2015,2015-16,fall,81,Percent,2023,DVADM02
IPEDS,percent_admitted_women,Percent admitted - women,172699,Western Michigan University,2015,2015-16,fall,84,Percent,2023,DVADM03
IPEDS,pct_first_time_undergrads_in_state,Percent of first-time undergraduates - in-state,172699,Western Michigan University,2015,2015-16,fall,87,Percent,2023,RMINSTTP
IPEDS,pct_first_time_undergrads_out_state,Percent of first-time undergraduates - out-of-state,172699,Western Michigan University,2015,2015-16,fall,12,Percent,2023,RMOUSTTP
IPEDS,pct_first_time_undergrads_foreign,Percent of first-time undergraduates - foreign countries,172699,Western Michigan University,2015,2015-16,fall,2,Percent,2023,RMFRGNCP
IPEDS,full_time_retention_rate,Full-time retention rate,172699,Western Michigan University,2015,2015-16,fall,79,Percent,2023,RET_PCF
IPEDS,pct_students_exclusively_distance_ed,Percent of students enrolled exclusively in distance education courses,172699,Western Michigan University,2015,2015-16,fall,4,Percent,2023,PCTDEEXC
IPEDS,pct_students_some_distance_ed,Percent of students enrolled in some but not all distance education courses,172699,Western Michigan University,2015,2015-16,fall,15,Percent,2023,PCTDESOM
IPEDS,pct_students_no_distance_ed,Percent of students not enrolled in any distance education courses,172699,Western Michigan University,2015,2015-16,fall,81,Percent,2023,PCTDENON
IPEDS,grad_rate_bachelors_within_4_years_total,"Graduation rate - Bachelor degree within 4 years, total",172699,Western Michigan University,2015,2015-16,graduation_release_year,23,Percent,2023,GBA4RTT
IPEDS,grad_rate_bachelors_within_5_years_total,"Graduation rate - Bachelor degree within 5 years, total",172699,Western Michigan University,2015,2015-16,graduation_release_year,46,Percent,2023,GBA5RTT
IPEDS,grad_rate_bachelors_within_6_years_total,"Graduation rate - Bachelor degree within 6 years, total",172699,Western Michigan University,2015,2015-16,graduation_release_year,54,Percent,2023,GBA6RTT
IPEDS,pell_grant_recipients_overall_grad_rate_150pct,Pell Grant recipients - Overall graduation rate within 150 percent of normal time,172699,Western Michigan University,2015,2015-16,graduation_release_year,,Percent,2023,PGGRRTT
IPEDS,pct_ftft_awarded_federal_grant_aid,Percent of full-time first-time undergraduates awarded federal grant aid,172699,Western Michigan University,2015,2015-16,academic_year,37,Percent,2023,FGRNT_P
IPEDS,avg_ftft_federal_grant_aid,Average amount of federal grant aid awarded to full-time first-time undergraduates,172699,Western Michigan University,2015,2015-16,academic_year,4971,USD,2023,FGRNT_A
IPEDS,pct_ftft_awarded_pell_grants,Percent of full-time first-time undergraduates awarded Pell grants,172699,Western Michigan University,2015,2015-16,academic_year,37,Percent,2023,PGRNT_P
IPEDS,avg_ftft_pell_grant_aid,Average amount of Pell grant aid awarded to full-time first-time undergraduates,172699,Western Michigan University,2015,2015-16,academic_year,4617,USD,2023,PGRNT_A
IPEDS,pct_ftft_awarded_institutional_grant_aid,Percent of full-time first-time undergraduates awarded  institutional grant aid,172699,Western Michigan University,2015,2015-16,academic_year,53,Percent,2023,IGRNT_P
IPEDS,avg_ftft_institutional_grant_aid,Average amount of institutional grant aid awarded to full-time first-time undergraduates,172699,Western Michigan University,2015,2015-16,academic_year,5710,USD,2023,IGRNT_A
IPEDS,pct_ftft_awarded_student_loans,Percent of full-time first-time undergraduates awarded student loans,172699,Western Michigan University,2015,2015-16,academic_year,63,Percent,2023,LOAN_P
IPEDS,avg_ftft_student_loans,Average amount of student loans awarded to full-time first-time undergraduates,172699,Western Michigan University,2015,2015-16,academic_year,7849,USD,2023,LOAN_A
IPEDS,pct_ftft_awarded_federal_student_loans,Percent of full-time first-time undergraduates awarded federal student loans,172699,Western Michigan University,2015,2015-16,academic_year,63,Percent,2023,FLOAN_P
IPEDS,avg_ftft_federal_student_loans,Average amount of federal student loans awarded to full-time first-time undergraduates,172699,Western Michigan University,2015,2015-16,academic_year,6072,USD,2023,FLOAN_A
IPEDS,total_price_in_state_on_campus,Total price for in-state students living on campus,169248,Central Michigan University,2016,2016-17,academic_year,23494,USD,2023,CINSON
IPEDS,total_price_out_state_on_campus,Total price for out-of-state students living on campus,169248,Central Michigan University,2016,2016-17,academic_year,35014,USD,2023,COTSON
IPEDS,total_price_in_state_off_campus_not_family,Total price for in-state students living off campus (not with family),169248,Central Michigan University,2016,2016-17,academic_year,21434,USD,2023,CINSOFF
IPEDS,total_price_out_state_off_campus_not_family,Total price for out-of-state students living off campus (not with family),169248,Central Michigan University,2016,2016-17,academic_year,32954,USD,2023,COTSOFF
IPEDS,total_price_in_state_off_campus_family,Total price for in-state students living off campus (with family),169248,Central Michigan University,2016,2016-17,academic_year,,USD,2023,CINSFAM
IPEDS,total_price_out_state_off_campus_family,Total price for out-of-state students living off campus (with family),169248,Central Michigan University,2016,2016-17,academic_year,,USD,2023,COTSFAM
IPEDS,percent_admitted_total,Percent admitted - total,169248,Central Michigan University,2016,2016-17,fall,72,Percent,2023,DVADM01
IPEDS,percent_admitted_men,Percent admitted - men,169248,Central Michigan University,2016,2016-17,fall,70,Percent,2023,DVADM02
IPEDS,percent_admitted_women,Percent admitted - women,169248,Central Michigan University,2016,2016-17,fall,73,Percent,2023,DVADM03
IPEDS,pct_first_time_undergrads_in_state,Percent of first-time undergraduates - in-state,169248,Central Michigan University,2016,2016-17,fall,91,Percent,2023,RMINSTTP
IPEDS,pct_first_time_undergrads_out_state,Percent of first-time undergraduates - out-of-state,169248,Central Michigan University,2016,2016-17,fall,8,Percent,2023,RMOUSTTP
IPEDS,pct_first_time_undergrads_foreign,Percent of first-time undergraduates - foreign countries,169248,Central Michigan University,2016,2016-17,fall,1,Percent,2023,RMFRGNCP
IPEDS,full_time_retention_rate,Full-time retention rate,169248,Central Michigan University,2016,2016-17,fall,78,Percent,2023,RET_PCF
IPEDS,pct_students_exclusively_distance_ed,Percent of students enrolled exclusively in distance education courses,169248,Central Michigan University,2016,2016-17,fall,20,Percent,2023,PCTDEEXC
IPEDS,pct_students_some_distance_ed,Percent of students enrolled in some but not all distance education courses,169248,Central Michigan University,2016,2016-17,fall,9,Percent,2023,PCTDESOM
